filename,shortcode,post_url,media_type,width,height,caption_or_alt,category
7m-0127.jpg,Cx7_GGgpYIQ,https://www.instagram.com/p/Cx7_GGgpYIQ/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on October 03, 2023.",review
7m-0128.jpg,Cx4-PkdPaxz,https://www.instagram.com/reel/Cx4-PkdPaxz/,reel,540,960,Discover your Bali-Inspired Dream Wedding in the Heart of Jakarta at @discoveryancol Make Your Wedding Dream Come True bersama vendor-vendor pernikahan top ibukota Organized by : ,reel-review
7m-0129.jpg,Cx46Tf7peeM,https://www.instagram.com/p/Cx46Tf7peeM/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on October 02, 2023.",review
7m-0130.jpg,Cx46PQtp-tw,https://www.instagram.com/p/Cx46PQtp-tw/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on October 02, 2023.",review
7m-0131.jpg,CxmGNf0SWkN,https://www.instagram.com/p/CxmGNf0SWkN/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on September 24, 2023.",review
7m-0132.jpg,CxmGLEZyqH_,https://www.instagram.com/p/CxmGLEZyqH_/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on September 24, 2023.",review
7m-0133.jpg,CxmGHRaS67i,https://www.instagram.com/p/CxmGHRaS67i/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on September 24, 2023.",review
7m-0134.jpg,Cxh7xXtJuzH,https://www.instagram.com/p/Cxh7xXtJuzH/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on September 23, 2023.",review
7m-0135.jpg,Cxh7u7dJazD,https://www.instagram.com/p/Cxh7u7dJazD/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on September 23, 2023.",review
7m-0136.jpg,Cxh0EoFpPpN,https://www.instagram.com/p/Cxh0EoFpPpN/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on September 23, 2023.",review
7m-0137.jpg,CvyqrpqNxx_,https://www.instagram.com/reel/CvyqrpqNxx_/,reel,540,960,"Discover eternal elegance at Shangrila Hotel Jakarta Save the Date Love Birds! SOLITAIRE Jewellery & Wedding Showcase Shangril-La, Jakarta Shopping Arcade, Lobby Hotel 25 July - ",promo
7m-0138.jpg,CvZfeaCg8er,https://www.instagram.com/reel/CvZfeaCg8er/,reel,540,960,"Discover eternal elegance at Shangrila Hotel Jakarta Save the Date Love Birds! SOLITAIRE Jewellery & Wedding Showcase Shangril-La, Jakarta Shopping Arcade, Lobby Hotel 25 July - ",promo
7m-0139.jpg,CvJTVmZAAMT,https://www.instagram.com/reel/CvJTVmZAAMT/,reel,612,1088,"Discover eternal elegance at Shangrila Hotel Jakarta Save the Date Love Birds! SOLITAIRE Jewellery & Wedding Showcase Shangril-La, Jakarta Shopping Arcade, Lobby Hotel 25 July - ",promo
7m-0140.jpg,CvFLV20AMi2,https://www.instagram.com/reel/CvFLV20AMi2/,reel,540,960,"Discover eternal elegance at @shangrilajkt Save the Date Love Birds! SOLITAIRE Jewellery & Wedding Showcase Shangril-La, Jakarta Shopping Arcade, Lobby Hotel 25 July - 30 August ",promo
7m-0141.jpg,CvFJNqZpaD1,https://www.instagram.com/p/CvFJNqZpaD1/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on July 24, 2023.",review
7m-0142.jpg,Cu8zzmXt2tp,https://www.instagram.com/reel/Cu8zzmXt2tp/,reel,720,1280,Pameran jcc 21-23 Juli 2023 #7magicorganizer #bridestory #weddingku #pameran,reel-review
7m-0143.jpg,Cu8W1BpqnAg,https://www.instagram.com/reel/Cu8W1BpqnAg/,reel,408,726,Join us today JCC Hall B Stand C9 @7magicorganizer @valenciasignature #bridestory #weddingku #weddingvenue #weddingorganizer,reel-review
7m-0144.jpg,Cuy4qUep2gF,https://www.instagram.com/p/Cuy4qUep2gF/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on July 17, 2023.",review
7m-0145.jpg,Cuy4dEVJMPj,https://www.instagram.com/p/Cuy4dEVJMPj/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on July 17, 2023.",review
7m-0146.jpg,CuqFLi-yaoM,https://www.instagram.com/p/CuqFLi-yaoM/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on July 13, 2023.",review
7m-0147.jpg,CuqE0JFSEqS,https://www.instagram.com/p/CuqE0JFSEqS/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on July 13, 2023.",review
7m-0148.jpg,Cuild7kpLFd,https://www.instagram.com/p/Cuild7kpLFd/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on July 10, 2023.",review
7m-0149.jpg,Ct_EaHXAa7y,https://www.instagram.com/reel/Ct_EaHXAa7y/,reel,540,960,Make Your Wedding Dream Come True bersama vendor-vendor pernikahan top ibukota Organized by : @7magicorganizer Come and Join Us ! FREE ENTRY! MERCURE KOTA WEDDING FAIR 🗓 Mingg,promo
7m-0150.jpg,Ct2u4w8JAke,https://www.instagram.com/p/Ct2u4w8JAke/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on June 23, 2023.",review
7m-0151.jpg,CtzSPUAAOrE,https://www.instagram.com/reel/CtzSPUAAOrE/,reel,540,960,"Make Your Wedding Dream Come True bersama vendor-vendor pernikahan top ibukota Come and Join Us ! FREE ENTRY! MERCURE KOTA WEDDING FAIR 🗓 Minggu, 2 Juli 2023 | Pukul 11:00 - 20",promo
7m-0152.jpg,Ctv_OqdpRJV,https://www.instagram.com/p/Ctv_OqdpRJV/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on June 21, 2023.",review
7m-0153.jpg,CtjHv8GJM9G,https://www.instagram.com/p/CtjHv8GJM9G/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on June 16, 2023.",review
7m-0154.jpg,Ctgu8GGpY5S,https://www.instagram.com/p/Ctgu8GGpY5S/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on June 15, 2023.",review
7m-0155.jpg,CtgumbUJr7M,https://www.instagram.com/p/CtgumbUJr7M/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on June 15, 2023.",review
7m-0156.jpg,Ctae6ggJi47,https://www.instagram.com/p/Ctae6ggJi47/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on June 12, 2023.",review
7m-0157.jpg,CtZinxPJNQB,https://www.instagram.com/p/CtZinxPJNQB/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on June 12, 2023.",review
7m-0158.jpg,CtZhvQ4J6JR,https://www.instagram.com/p/CtZhvQ4J6JR/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on June 12, 2023.",review
7m-0159.jpg,CsvTpMKAZLi,https://www.instagram.com/reel/CsvTpMKAZLi/,reel,408,726,DAY 1 COME AND JOIN US LOVE BIRDS!! WEDDING SHOWCASE DENGAN PULUHAN VENDOR TERBAIK IBUKOTA HADIR DISINI!! Di @domeharvest NIKMATI PROMO DEAL UNTUK SETIAP TRANSAKSI DAN DAPATK,promo
7m-0160.jpg,CssSSHcNmV2,https://www.instagram.com/p/CssSSHcNmV2/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 25, 2023.",review
7m-0161.jpg,CssJc_-AS6A,https://www.instagram.com/reel/CssJc_-AS6A/,reel,540,960,Don't miss it!! Wedding Showcase dengan Puluhan Vendor Pernikahan Terbaik di area Tangerang. Save the Date Love Birds! Dream Wedding Showcase Dome of The Harvest Tangerang 27-28 ,promo
7m-0162.jpg,Csp247og3p1,https://www.instagram.com/reel/Csp247og3p1/,reel,540,960,Don't miss it!! Wedding Showcase dengan Puluhan Vendor Pernikahan Terbaik di area Tangerang. Save the Date Love Birds! Dream Wedding Showcase Dome of The Harvest Tangerang 27-28 ,promo
7m-0163.jpg,Csnem_NpiGZ,https://www.instagram.com/p/Csnem_NpiGZ/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 24, 2023.",review
7m-0164.jpg,CsjCROCru11,https://www.instagram.com/p/CsjCROCru11/,p,1080,1080,Photo by Paket Wedding Jakarta Bali Singapore in World Harvest Dome Lippo Karawaci.,review
7m-0165.jpg,Csi7rJzrElL,https://www.instagram.com/p/Csi7rJzrElL/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore in Singapore, Singapore.",review
7m-0166.jpg,Csij5FnulaV,https://www.instagram.com/p/Csij5FnulaV/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore in Sea Aquarium, Sentosa Singapore.",review
7m-0167.jpg,CscvWFoJ0j1,https://www.instagram.com/p/CscvWFoJ0j1/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 19, 2023.",review
7m-0168.jpg,Csaf1Kjp7jy,https://www.instagram.com/p/Csaf1Kjp7jy/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 18, 2023.",review
7m-0169.jpg,CsXazSkSgr_,https://www.instagram.com/p/CsXazSkSgr_/,p,1080,1080,Photo by Paket Wedding Jakarta Bali Singapore in Lee Palace 麗雅軒.,review
7m-0170.jpg,CsU9U3HJ8b6,https://www.instagram.com/p/CsU9U3HJ8b6/,p,1080,1080,Photo by Paket Wedding Jakarta Bali Singapore in Westin Hotel Jakarta.,review
7m-0171.jpg,CsLXLe9qkYG,https://www.instagram.com/reel/CsLXLe9qkYG/,reel,540,960,Day 2 Meluber tiada henti tamu di 7Magic WO!! #bridestory #weddingku,reel-review
7m-0172.jpg,CsINBysqjh7,https://www.instagram.com/reel/CsINBysqjh7/,reel,540,960,H-1 7Magic Organizer @jmwf.id #weddingday #weddingorganizer #sgbrides #bridestory #weddingku #weddingorganizerjakarta,reel-review
7m-0173.jpg,CsFONu4Sm4p,https://www.instagram.com/p/CsFONu4Sm4p/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 10, 2023.",review
7m-0174.jpg,CsFN-Ngy2p5,https://www.instagram.com/p/CsFN-Ngy2p5/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 10, 2023.",review
7m-0175.jpg,CsFNtKtySUd,https://www.instagram.com/p/CsFNtKtySUd/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 10, 2023.",review
7m-0176.jpg,CsDywe2JsDp,https://www.instagram.com/p/CsDywe2JsDp/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 10, 2023.",review
7m-0177.jpg,CsDyJOgp5sV,https://www.instagram.com/p/CsDyJOgp5sV/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 10, 2023.",review
7m-0178.jpg,CsDxumiJCop,https://www.instagram.com/p/CsDxumiJCop/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 10, 2023.",review
7m-0179.jpg,CsDZSjJJsuj,https://www.instagram.com/p/CsDZSjJJsuj/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 09, 2023.",review
7m-0180.jpg,CsDZNSAJhc_,https://www.instagram.com/p/CsDZNSAJhc_/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 09, 2023.",review
7m-0181.jpg,CsDY9mNp6qr,https://www.instagram.com/p/CsDY9mNp6qr/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 09, 2023.",review
7m-0182.jpg,Cr9f-fYyXs9,https://www.instagram.com/p/Cr9f-fYyXs9/,p,1080,1080,Photo by Paket Wedding Jakarta Bali Singapore in Amaryllis Boutique Resort.,review
7m-0183.jpg,Cr9fi7eyQqg,https://www.instagram.com/p/Cr9fi7eyQqg/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 07, 2023.",review
7m-0184.jpg,Cr2A01jpTNE,https://www.instagram.com/p/Cr2A01jpTNE/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 04, 2023.",review
7m-0185.jpg,Cr2Aa-qJLTQ,https://www.instagram.com/p/Cr2Aa-qJLTQ/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 04, 2023.",review
7m-0186.jpg,Cr2AD67peVN,https://www.instagram.com/p/Cr2AD67peVN/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 04, 2023.",review
7m-0187.jpg,CryFZp5N0tL,https://www.instagram.com/p/CryFZp5N0tL/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on May 03, 2023.",review
7m-0188.jpg,Crk9MAXp23L,https://www.instagram.com/p/Crk9MAXp23L/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on April 28, 2023.",review
7m-0189.jpg,CrcNVgNpggG,https://www.instagram.com/p/CrcNVgNpggG/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on April 24, 2023.",review
7m-0190.jpg,CrcLj1_vdO9,https://www.instagram.com/p/CrcLj1_vdO9/,p,1440,1440,"Photo by Paket Wedding Jakarta Bali Singapore on April 24, 2023.",review
7m-0191.jpg,CraO86oppqM,https://www.instagram.com/p/CraO86oppqM/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on April 24, 2023.",review
7m-0192.jpg,CrSSl8_Jt0r,https://www.instagram.com/p/CrSSl8_Jt0r/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on April 20, 2023.",review
7m-0193.jpg,CrSSAODJTQy,https://www.instagram.com/p/CrSSAODJTQy/,p,720,720,"Photo by Paket Wedding Jakarta Bali Singapore on April 20, 2023.",review
7m-0194.jpg,Cq4Kk5XtWT9,https://www.instagram.com/p/Cq4Kk5XtWT9/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on April 10, 2023.",review
7m-0195.jpg,Cq4KN6CvZr_,https://www.instagram.com/p/Cq4KN6CvZr_/,p,720,720,"Photo by Paket Wedding Jakarta Bali Singapore on April 10, 2023.",review
7m-0196.jpg,Cq1-MRbt_73,https://www.instagram.com/p/Cq1-MRbt_73/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on April 09, 2023.",review
7m-0197.jpg,CqMnp4mpCoA,https://www.instagram.com/p/CqMnp4mpCoA/,p,1440,1440,"Photo by Paket Wedding Jakarta Bali Singapore on March 24, 2023.",review
7m-0198.jpg,CqMnWIXprtf,https://www.instagram.com/p/CqMnWIXprtf/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on March 24, 2023.",review
7m-0199.jpg,CqMmdIbJEI7,https://www.instagram.com/p/CqMmdIbJEI7/,p,1440,1440,"Photo by Paket Wedding Jakarta Bali Singapore on March 24, 2023.",review
7m-0200.jpg,CpPpfK9Jnl3,https://www.instagram.com/p/CpPpfK9Jnl3/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on March 01, 2023.",review
7m-0201.jpg,CpM7sHIJaPM,https://www.instagram.com/p/CpM7sHIJaPM/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on February 28, 2023.",review
7m-0202.jpg,CpM7WNUJg9m,https://www.instagram.com/p/CpM7WNUJg9m/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on February 28, 2023.",review
7m-0203.jpg,CpM5JMVpU8p,https://www.instagram.com/p/CpM5JMVpU8p/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on February 28, 2023.",review
7m-0204.jpg,CpAbmMJJAu3,https://www.instagram.com/p/CpAbmMJJAu3/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on February 23, 2023.",review
7m-0205.jpg,CpAbhmPpp9N,https://www.instagram.com/p/CpAbhmPpp9N/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on February 23, 2023.",review
7m-0206.jpg,CpAbVNip1w-,https://www.instagram.com/p/CpAbVNip1w-/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on February 23, 2023.",review
7m-0207.jpg,ClnFD_iJL4g,https://www.instagram.com/p/ClnFD_iJL4g/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 30, 2022.",review
7m-0208.jpg,ClnE5Mlpmva,https://www.instagram.com/p/ClnE5Mlpmva/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 30, 2022.",review
7m-0209.jpg,ClaeharPQOE,https://www.instagram.com/p/ClaeharPQOE/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 25, 2022.",review
7m-0210.jpg,ClaZNd7vdx6,https://www.instagram.com/p/ClaZNd7vdx6/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 25, 2022.",review
7m-0211.jpg,ClYHQMQA5cK,https://www.instagram.com/reel/ClYHQMQA5cK/,reel,540,960,Datang dan kunjungi kami di JCC sekarang @weddingku Jakarta festival,reel-review
7m-0212.jpg,Ck21INTgXxY,https://www.instagram.com/reel/Ck21INTgXxY/,reel,612,1088,Helloo Bride & Groom! don't miss the chance to meet with us at WCF 2022!! Kami akan menghadirkan banyak paket menarik untuk wedding kalian di tahun 2023! Nantikan berbagai promo he,promo
7m-0213.jpg,Ck2rTZ0gwwn,https://www.instagram.com/reel/Ck2rTZ0gwwn/,reel,1080,1080,Helloo Bride & Groom! don't miss the chance to meet with us at WCF 2022!! Kami akan menghadirkan banyak paket menarik untuk wedding kalian di tahun 2023! Nantikan berbagai promo he,promo
7m-0214.jpg,Ck2q9pyJ9oG,https://www.instagram.com/p/Ck2q9pyJ9oG/,p,1440,1440,"Photo by Paket Wedding Jakarta Bali Singapore on November 12, 2022.",review
7m-0215.jpg,Ck2qjLbJVYb,https://www.instagram.com/p/Ck2qjLbJVYb/,p,1440,1440,"Photo by Paket Wedding Jakarta Bali Singapore on November 12, 2022.",review
7m-0216.jpg,Ck2pyu1pxs5,https://www.instagram.com/p/Ck2pyu1pxs5/,p,1440,1440,"Photo by Paket Wedding Jakarta Bali Singapore on November 12, 2022.",review
7m-0217.jpg,CkyRfH1J71k,https://www.instagram.com/p/CkyRfH1J71k/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 10, 2022.",review
7m-0218.jpg,Ckpm4pPA2Ga,https://www.instagram.com/reel/Ckpm4pPA2Ga/,reel,540,960,A Day at Mercure Jakarta Kota Wedding showcase 26-27 November 2022 10am-8pm Come and join us and save your best deal ever for your wedding day with our best vendors! Many bonus a,reel-review
7m-0219.jpg,CkpkhePOMcv,https://www.instagram.com/p/CkpkhePOMcv/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 06, 2022.",review
7m-0220.jpg,CkpkZn5Js_A,https://www.instagram.com/p/CkpkZn5Js_A/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 06, 2022.",review
7m-0221.jpg,CkpjpwGvI-B,https://www.instagram.com/p/CkpjpwGvI-B/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 06, 2022.",review
7m-0222.jpg,CkkcBvnMedf,https://www.instagram.com/p/CkkcBvnMedf/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 04, 2022.",review
7m-0223.jpg,Ckka89xMOkS,https://www.instagram.com/p/Ckka89xMOkS/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 04, 2022.",review
7m-0224.jpg,CkkZ1xHJ0PB,https://www.instagram.com/p/CkkZ1xHJ0PB/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 04, 2022.",review
7m-0225.jpg,Ckj1QAzDBau,https://www.instagram.com/reel/Ckj1QAzDBau/,reel,540,960,Last 2 days to get the special deal for ShangriLa Hotel Venue deal start from 219.9 million only! Harga naik kembali setelah pameran ! Yuk jangan sampai ketinggalan deal menarik ak,reel-review
7m-0226.jpg,CkdGsgZgfMG,https://www.instagram.com/reel/CkdGsgZgfMG/,reel,540,960,FREE WEDDING CONSULTATION SESSION Meet the experts and have an intimate consultation about how you can make your wedding perfect. ❤️ Limited spot available. Contact us for RSVP,reel-review
7m-0227.jpg,CkaxPqguc6W,https://www.instagram.com/p/CkaxPqguc6W/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on November 01, 2022.",review
7m-0228.jpg,CkZbZ0wAJRv,https://www.instagram.com/reel/CkZbZ0wAJRv/,reel,540,960,Simplify your planning with professionally arranged wedding package by @7magicorganizer in collaboration with the best wedding vendors. Book your wedding now at @shangrilajkt venue,reel-review
7m-0229.jpg,CkUwlF-goMW,https://www.instagram.com/reel/CkUwlF-goMW/,reel,352,640,Sedang sibuk planning wedding love birds?? Jangan lupa untuk datang ke Solitaire Wedding Showcase tanggal 25 Oktober - 6 November 2022 di ShangriLa Hotel Shopping Arcade Jakarta. ,reel-review
7m-0230.jpg,CkQ7x5tpckd,https://www.instagram.com/reel/CkQ7x5tpckd/,reel,540,960,Simplify your planning with professionally arranged wedding package by @7magicorganizer in collaboration with the best wedding vendors. Book your wedding now at @shangrilajkt venue,reel-review
7m-0231.jpg,CkE9asqg_Fq,https://www.instagram.com/reel/CkE9asqg_Fq/,reel,540,960,Simplify your planning with professionally arranged wedding package by @7magicorganizer in collaboration with the best wedding vendors. Book your wedding now at @shangrilajkt venue,reel-review
7m-0232.jpg,Cj9B6EIvR9t,https://www.instagram.com/p/Cj9B6EIvR9t/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on October 20, 2022.",review
7m-0233.jpg,Cj89Ye4gEA0,https://www.instagram.com/reel/Cj89Ye4gEA0/,reel,540,960,"Remark your calendar Love Birds! , Don't miss the exclusive venue deal at @shangrilajkt in collaboration with @7magicorganizer , @goldroseidn , @ladybellecouture Come and join us ",reel-review
7m-0234.jpg,Cj5I5xuJrJm,https://www.instagram.com/p/Cj5I5xuJrJm/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on October 19, 2022.",review
7m-0235.jpg,Cj5Iz7LJWrX,https://www.instagram.com/p/Cj5Iz7LJWrX/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on October 19, 2022.",review
7m-0236.jpg,Cj5IqpdpD6q,https://www.instagram.com/p/Cj5IqpdpD6q/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on October 19, 2022.",review
7m-0237.jpg,Cj5HsT0poBq,https://www.instagram.com/p/Cj5HsT0poBq/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on October 19, 2022.",review
7m-0238.jpg,Cj5HhiRJmYa,https://www.instagram.com/p/Cj5HhiRJmYa/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on October 19, 2022.",review
7m-0239.jpg,CjzlWrXgAin,https://www.instagram.com/reel/CjzlWrXgAin/,reel,540,960,"Remark your calendar Love Birds! , Don't miss the exclusive venue deal at @shangrilajkt in collaboration with @7magicorganizer , @goldroseidn , @ladybellecouture Come and join us",reel-review
7m-0240.jpg,Cjrb6HMDzIb,https://www.instagram.com/reel/Cjrb6HMDzIb/,reel,540,960,Asia Magical Wedding Showcase collaboration @7magicorganizer with @ritzcarltonjakarta & @asia_jakarta & @lobo_jkt Thank you for supported vendors: @galathia.decor @kianphotomorp,reel-review
7m-0241.jpg,CiUXORdAmFG,https://www.instagram.com/reel/CiUXORdAmFG/,reel,720,1280,More Exciting Wedding Deals with our Luxury Venue Deal! Come and join us now @ritzcarltonjakarta #ritzcarltonjakarta #loborestaurant #asiarestaurant #7magicorganizer #weddinge,reel-review
7m-0242.jpg,CiUCQ8OvNsH,https://www.instagram.com/p/CiUCQ8OvNsH/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on September 09, 2022.",review
7m-0243.jpg,CiRs_qWvkue,https://www.instagram.com/p/CiRs_qWvkue/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore in The Ritz-Carlton Jakarta, Mega Kuningan.",review
7m-0244.jpg,CiRsBS3P4jG,https://www.instagram.com/p/CiRsBS3P4jG/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore in The Ritz-Carlton Jakarta, Mega Kuningan.",review
7m-0245.jpg,CiRrji9vJX7,https://www.instagram.com/p/CiRrji9vJX7/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore in The Ritz-Carlton Jakarta, Mega Kuningan.",review
7m-0246.jpg,CiRrUrzPSZY,https://www.instagram.com/p/CiRrUrzPSZY/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore in The Ritz-Carlton Jakarta, Mega Kuningan.",review
7m-0247.jpg,CiRqV2TveDZ,https://www.instagram.com/p/CiRqV2TveDZ/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on September 08, 2022.",review
7m-0248.jpg,CiRgwhDP-L4,https://www.instagram.com/p/CiRgwhDP-L4/,p,1080,1080,"Photo shared by Paket Wedding Jakarta Bali Singapore on September 08, 2022 tagging @kianphotomorphosis, @davidentertainment, @rrcakes, @maeeradecorationwedding, @coutier_the, @iwil",review
7m-0249.jpg,Ch6_KoSAJ4e,https://www.instagram.com/reel/Ch6_KoSAJ4e/,reel,540,960,"Create Your Magical Moment With Us SAVE THE DATE ! 'Asia Magical Wedding Showcase ' in collaboration @asia_jakarta , @ritzcarltonjakarta , @7magicorganizer at Ritz Carlton Mega Ku",promo
7m-0250.jpg,Ch63be4OKui,https://www.instagram.com/p/Ch63be4OKui/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore in The Ritz-Carlton Jakarta, Mega Kuningan with @kianphotomorphosis, @rrcakes, @maeeradecorationwedding, @coutier_the, @iwillphotolab,",review
7m-0251.jpg,ChwYiiWvI7H,https://www.instagram.com/p/ChwYiiWvI7H/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on August 27, 2022.",review
7m-0252.jpg,Chuert4B1YU,https://www.instagram.com/reel/Chuert4B1YU/,reel,540,960,"Mau bikin destination wedding? @7magicorganizer aja! Kami bikin planning wedding love birds bebas ribet, berkelas dan on budget! Cus segera hubungi kami untuk info lebih jelas tent",reel-review
7m-0253.jpg,Chh4EfPpPgl,https://www.instagram.com/p/Chh4EfPpPgl/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on August 21, 2022.",review
7m-0254.jpg,Chh3XOQptL7,https://www.instagram.com/p/Chh3XOQptL7/,p,1440,1440,"Photo by Paket Wedding Jakarta Bali Singapore on August 21, 2022.",review
7m-0255.jpg,ChCKUk7pJZe,https://www.instagram.com/p/ChCKUk7pJZe/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on August 09, 2022.",review
7m-0256.jpg,Cg3IUJdpzg4,https://www.instagram.com/p/Cg3IUJdpzg4/,p,1080,1080,"Photo by Paket Wedding Jakarta Bali Singapore on August 04, 2022.",review
7m-0257.jpg,Cg3HFPYJRSM,https://www.instagram.com/p/Cg3HFPYJRSM/,p,1440,1440,"Photo by Paket Wedding Jakarta Bali Singapore on August 04, 2022.",review
7m-0258.jpg,Cg0wD67A4_a,https://www.instagram.com/reel/Cg0wD67A4_a/,reel,540,960,Intip intip paket venue deal 2023?? Ayo mari wujudkan pernikahan impianmu bersama @7magicorganizer. Don't miss our Premium Venue Deal Promo!! (Valid for Wedding until June 2023) ,promo
7m-0259.jpg,Cg0ryJ8vHGD,https://www.instagram.com/p/Cg0ryJ8vHGD/,p,1080,1080,Photo by Paket Wedding Jakarta Bali Singapore in Hotel Indonesia Kempinski Jakarta.,review
7m-0260.jpg,Cg0gozNvTxK,https://www.instagram.com/p/Cg0gozNvTxK/,p,1080,1080,Photo by Paket Wedding Jakarta Bali Singapore in Grand Mercure Jakarta Kemayoran.,review
